TEST_ID,SEED_NUMBER,SEED_LINK,SEED_MAP,SEED_TIME,SEED_MODE,ROUND_1_LAT,ROUND_1_LNG,ROUND_1_SUBDIVISION,ROUND_2_LAT,ROUND_2_LNG,ROUND_2_SUBDIVISION,ROUND_3_LAT,ROUND_3_LNG,ROUND_3_SUBDIVISION,ROUND_4_LAT,ROUND_4_LNG,ROUND_4_SUBDIVISION,ROUND_5_LAT,ROUND_5_LNG,ROUND_5_SUBDIVISION
JAN_24,4,https://www.geoguessr.com/challenge/1ToXWNKeKyZ5Vlzc,An Arbitrary Russia,60,NM,48.24743,45.84089,Astrakhan Oblast,55.36032,47.24171,Chuvash Republic,48.64081,142.79316,Sakhalin Oblast,46.55506,39.47981,Krasnodar Krai,51.34784,46.41017,Saratov Oblast
JAN_24,5,https://www.geoguessr.com/challenge/dcXQq0f0su52soND,An Arbitrary Russia,60,NM,54.35145,113.45186,Buryatiya Republic,51.4801,106.76943,Buryatiya Republic,53.10586,157.78767,Kamchatka,54.21867,86.65907,Kuzbass,56.48716,65.32944,Tyumen Oblast
JAN_24,6,https://www.geoguessr.com/challenge/oDwKBXWohsIJCQC8,An Arbitrary Russia,60,NM,51.8988,50.85181,Saratov Oblast,53.57948,142.93113,Sakhalin Oblast,55.96124,43.09504,Nizhny Novgorod Oblast,49.34423,137.81011,Khabarovsk,51.429,48.23182,Saratov Oblast
JAN_24,7,https://www.geoguessr.com/challenge/sHAaJzTxda3ioalZ,An Arbitrary Russia,60,NM,62.25333,35.06225,Karelia,57.82808,43.31746,Kostroma Oblast,55.19003,82.92403,Novosibirsk Oblast,56.83839,35.84473,Tver Oblast,51.70004,89.96317,Republic of Tyva
JAN_24,8,https://www.geoguessr.com/challenge/AymI7ZgHcstnIn3G,An Arbitrary Russia,60,NM,56.44738,52.28937,Udmurtiya Republic,58.2018,32.64727,Novgorod Oblast,54.6254,21.6066,Kaliningrad Oblast,61.50878,44.25623,Arkhangelskaya,51.99647,39.38799,Voronezh Oblast
JAN_24,9,https://www.geoguessr.com/challenge/PK913dw0PyatBVmt,An Arbitrary Russia,60,NM,51.51454,40.43519,Voronezh Oblast,57.30097,28.27788,Pskov Oblast,56.03962,92.82144,Krasnoyarsk Krai,45.00245,41.9048,Stavropol Kray,50.10624,45.41283,Volgograd Oblast
JAN_24,10,https://www.geoguessr.com/challenge/FwHxOYOepUzG6rHF,An Arbitrary Russia,60,NM,56.51247,46.22182,Mariy-El Republic,54.77652,31.79081,Smolensk Oblast,55.91991,46.40021,Chuvash Republic,53.95852,75.28898,Pavlodar Region,47.86877,40.03327,Rostov
JAN_24,11,https://www.geoguessr.com/challenge/yFTm2bcPwCMXzQ0U,An Arbitrary Russia,60,NM,54.34524,46.9977,Ulyanovsk,52.42114,50.33869,Samara Oblast,52.5555,44.17585,Penza Oblast,55.02656,32.89861,Smolensk Oblast,51.56759,90.11191,Republic of Tyva
JAN_24,12,https://www.geoguessr.com/challenge/iwZ3wfbs1GTNcfWE,An Arbitrary Russia,60,NM,58.04484,38.82911,Yaroslavl Oblast,54.88599,80.27967,Novosibirsk Oblast,44.29474,40.927,Krasnodar Krai,63.76557,39.21662,Arkhangelskaya,43.29928,133.85493,Primorye
JAN_24,13,https://www.geoguessr.com/challenge/d0CwrEkbJCVfL0Qw,An Arbitrary Russia,60,NM,51.42839,58.41983,Orenburg Oblast,54.67954,39.60748,Ryazan Oblast,56.82102,62.70802,Sverdlovsk Oblast,55.38513,159.26299,Kamchatka,58.57434,35.71543,Novgorod Oblast
JAN_24,14,https://www.geoguessr.com/challenge/YZJYdAHj9wo1t9PT,An Arbitrary Russia,60,NM,51.54626,112.83204,Zabaykalskiy (Transbaikal) Kray,62.70854,43.31471,Arkhangelskaya,50.3018,127.48379,Heilongjiang,55.05724,33.05736,Smolensk Oblast,58.19107,44.53204,Kostroma Oblast
JAN_24,15,https://www.geoguessr.com/challenge/lccU419EFj6j4hiw,An Arbitrary Russia,60,NM,57.80624,42.39754,Kostroma Oblast,66.89132,32.35501,Murmansk,58.04837,30.461,Novgorod Oblast,50.93165,44.83673,Volgograd Oblast,54.79163,89.90778,Khakasiya Republic
JAN_24,16,https://www.geoguessr.com/challenge/B2KFXaAaXG7DwMrp,An Arbitrary Russia,60,NM,64.06005,31.83262,Karelia,54.35814,86.34585,Kuzbass,50.6271,36.65368,Belgorod Oblast,54.92055,56.16021,Bashkortostan Republic,61.70687,50.71741,Komi
JAN_24,17,https://www.geoguessr.com/challenge/PjDfXKWt5YMuwOiK,An Arbitrary Russia,60,NM,50.74707,40.49617,Voronezh Oblast,48.50429,44.56723,Volgograd Oblast,65.30828,77.78767,Yamalo-Nenets,57.03591,37.94831,Tver Oblast,52.75102,41.40073,Tambov Oblast
JAN_24,18,https://www.geoguessr.com/challenge/iQTBVwixhqBrfPqA,An Arbitrary Russia,60,NM,59.20563,39.81337,Vologda Oblast,44.34927,42.49925,Karachayevo-Cherkesiya Republic,49.25043,138.86025,Khabarovsk,55.01321,86.29006,Kuzbass,55.81692,159.41556,Kamchatka
JAN_24,19,https://www.geoguessr.com/challenge/TYVujVfnYt4REWcv,An Arbitrary Russia,60,NM,47.53409,42.17772,Rostov,56.31246,43.83889,Nizhny Novgorod Oblast,50.25029,129.4051,Amur Oblast,67.19099,56.67029,Komi,52.33432,33.00543,Bryansk Oblast
JAN_24,20,https://www.geoguessr.com/challenge/CPcgqi0bcxxz3BYV,An Arbitrary Russia,60,NM,55.33892,41.00411,Vladimir Oblast,56.4856,56.03952,Perm Krai,53.36587,157.48773,Kamchatka,53.73163,87.29432,Kuzbass,53.91099,58.88873,Bashkortostan Republic
DEC_23,1,https://www.geoguessr.com/challenge/1Akh3VRAZIUF2chj,An Arbitrary Russia,30,NMPZ,59.968311,33.890819,Leningradskaya Oblast',54.614318,50.62522,Tatarstan Republic,57.240826,85.788132,Tomsk Oblast,62.479207,149.723565,Magadan Oblast,64.490969,55.008319,Komi
DEC_23,2,https://www.geoguessr.com/challenge/8PqYimUGoPeOmN8a,An Arbitrary Russia,30,NMPZ,46.856624,142.761583,Sakhalin Oblast,60.906058,34.624957,Leningradskaya Oblast',58.378713,51.205102,Kirov Oblast,51.992782,115.459933,Zabaykalskiy (Transbaikal) Kray,46.589101,143.193397,Sakhalin Oblast
DEC_23,3,https://www.geoguessr.com/challenge/9K1rJigQT1lyhGbe,An Arbitrary Russia,30,NMPZ,52.958545,91.401074,Khakasiya Republic,46.129861,41.934256,Kalmykiya Republic,64.782895,43.34941,Arkhangelskaya,55.963786,48.495751,Mariy-El Republic,59.057385,28.488666,Leningradskaya Oblast'
DEC_23,4,https://www.geoguessr.com/challenge/s41JLWatbAqfnFq7,An Arbitrary Russia,30,NMPZ,44.433176,39.53493,Krasnodar Krai,43.856818,43.199852,Kabardino-Balkariya Republic,53.878966,34.161257,Bryansk Oblast,56.045518,44.596414,Nizhny Novgorod Oblast,61.172989,29.066907,Leningradskaya Oblast'
DEC_23,5,https://www.geoguessr.com/challenge/vF2IEKlpKK8hrAIg,An Arbitrary Russia,30,NMPZ,57.894056,102.479573,Irkutsk Oblast,56.63277,47.965427,Mariy-El Republic,51.788294,35.226778,Kursk Oblast,52.869023,49.523752,Samara Oblast,61.101004,48.87108,Arkhangelskaya
DEC_23,6,https://www.geoguessr.com/challenge/azQL6SIGmI6sijYx,An Arbitrary Russia,30,NMPZ,48.599439,42.784947,Volgograd Oblast,55.129831,40.795838,Vladimir Oblast,45.45543,133.388163,Primorye,46.731672,40.040084,Rostov,48.362632,142.669828,Sakhalin Oblast
DEC_23,7,https://www.geoguessr.com/challenge/BsUyXDkqN9NJlqS3,An Arbitrary Russia,30,NMPZ,59.565091,150.74285,Magadan Oblast,54.846798,53.223258,Tatarstan Republic,44.763655,43.429614,Stavropol Kray,56.993981,38.066492,Tver Oblast,44.518103,135.482434,Primorye
DEC_23,8,https://www.geoguessr.com/challenge/jrBu97ea9sCmD90Q,An Arbitrary Russia,30,NMPZ,50.229393,38.52183,Belgorod Oblast,55.242208,36.938243,Moscow Oblast,67.069686,56.833575,Komi,60.735925,77.55452,Tomsk Oblast,54.670732,20.960896,Kaliningrad Oblast
DEC_23,9,https://www.geoguessr.com/challenge/Jql3EYGHhOSoTKzj,An Arbitrary Russia,30,NMPZ,43.186874,44.339924,North Ossetia–Alania,56.749836,35.965985,Tver Oblast,56.868056,40.525996,Ivanovo Oblast,55.987802,95.389128,Krasnoyarsk Krai,48.685876,133.233482,Jewish Autonomous Oblast
DEC_23,10,https://www.geoguessr.com/challenge/n5HUk7k8nhcewJhN,An Arbitrary Russia,30,NMPZ,67.103087,32.18879,Murmansk,51.113313,40.686711,Voronezh Oblast,51.288902,91.444635,Republic of Tyva,52.76692,143.074933,Sakhalin Oblast,53.982833,86.791936,Kuzbass
DEC_23,11,https://www.geoguessr.com/challenge/Eu3QDmJavz32pcex,An Arbitrary Russia,30,NMPZ,43.472866,41.745357,Karachayevo-Cherkesiya Republic,51.450329,41.611049,Voronezh Oblast,60.782381,41.662732,Vologda Oblast,55.96796,59.659536,Chelyabinsk,49.583467,130.094011,Amur Oblast
DEC_23,12,https://www.geoguessr.com/challenge/Nc6B9wtMFBJWFUrT,An Arbitrary Russia,30,NMPZ,47.403217,142.812244,Sakhalin Oblast,43.848961,43.938959,Kabardino-Balkariya Republic,46.680566,41.701779,Rostov,53.610635,45.855188,Penza Oblast,52.031606,143.084011,Sakhalin Oblast
DEC_23,13,https://www.geoguessr.com/challenge/nR7hDNFvxfQmbbyR,An Arbitrary Russia,30,NMPZ,66.036139,76.022187,Yamalo-Nenets,46.744647,134.281379,Khabarovsk,53.660407,49.220053,Samara Oblast,51.621017,94.452171,Republic of Tyva,52.192388,113.57627,Zabaykalskiy (Transbaikal) Kray
DEC_23,14,https://www.geoguessr.com/challenge/EqUtUXwV56PMTzXY,An Arbitrary Russia,30,NMPZ,51.920736,38.678973,Voronezh Oblast,44.251317,44.230082,Stavropol Kray,56.577802,53.527938,Udmurtiya Republic,56.346319,44.238309,Nizhny Novgorod Oblast,55.739829,40.99834,Vladimir Oblast
DEC_23,15,https://www.geoguessr.com/challenge/4z4TYH0CdIoTJwou,An Arbitrary Russia,30,NMPZ,48.135925,142.508684,Sakhalin Oblast,61.197361,50.559687,Komi,54.438496,53.458389,Bashkortostan Republic,51.070236,107.90647,Buryatiya Republic,56.229672,95.863223,Krasnoyarsk Krai
DEC_23,16,https://www.geoguessr.com/challenge/TCFIWX8iERLRRUbR,An Arbitrary Russia,30,NMPZ,53.965832,58.74877,Bashkortostan Republic,56.346265,40.756516,Vladimir Oblast,55.643444,85.285137,Kuzbass,47.822917,142.086606,Sakhalin Oblast,46.108843,45.376426,Kalmykiya Republic
DEC_23,17,https://www.geoguessr.com/challenge/vgK1Y5r00FAxFVl2,An Arbitrary Russia,30,NMPZ,56.279043,160.25324,Kamchatka,51.820925,107.576633,Buryatiya Republic,59.236631,37.965604,Vologda Oblast,55.931961,98.028046,Irkutsk Oblast,43.835836,43.38249,Kabardino-Balkariya Republic
DEC_23,18,https://www.geoguessr.com/challenge/LCEvynboLXjOyucC,An Arbitrary Russia,30,NMPZ,43.138311,47.351049,Dagestan,52.793217,80.99339,Altai Krai,55.784833,73.515347,Omsk Oblast,45.427546,40.546517,Krasnodar Krai,53.213679,54.185814,Bashkortostan Republic
DEC_23,19,https://www.geoguessr.com/challenge/cGmLT2nn7QOIDvTX,An Arbitrary Russia,30,NMPZ,59.727621,149.884735,Magadan Oblast,53.988177,74.520679,Omsk Oblast,52.734817,38.253178,Lipetsk Oblast,53.824698,87.374473,Kuzbass,47.726191,40.296165,Rostov
DEC_23,20,https://www.geoguessr.com/challenge/QZ9P7VOdnIMoArLe,An Arbitrary Russia,30,NMPZ,44.862786,133.174751,Primorye,54.664262,37.955901,Moscow Oblast,55.574658,40.689953,Vladimir Oblast,58.112265,28.187058,Pskov Oblast,51.842251,113.097146,Zabaykalskiy (Transbaikal) Kray
NOV_23,1,https://www.geoguessr.com/challenge/uh1digUN6Dw7nj55,A Balanced Russia,60,NM,51.51027217499014,156.9976116039509,Kamchatka,55.16293633314221,73.45552361955959,Omsk Oblast,56.04081847875077,61.3208278452468,Chelyabinsk,57.31118223356462,41.92438324587154,Ivanovo Oblast,53.3948298578285,41.78457426739324,Tambov Oblast
NOV_23,2,https://www.geoguessr.com/challenge/TVH2dC78h8tniodV,A Balanced Russia,60,NM,51.37665048520783,42.35980339093,Voronezh Oblast,66.70563669669826,34.3230554126746,Murmansk,58.34748549160074,33.30004515146256,Novgorod Oblast,53.99434875740741,38.57013910435767,Tula Oblast,44.07309911196405,42.86556515127585,Stavropol Kray
NOV_23,3,https://www.geoguessr.com/challenge/XpPIG7pBX0n6XdnW,A Balanced Russia,60,NM,43.43652326210132,43.23665281335423,Kabardino-Balkariya Republic,51.59654800944767,57.91136131614543,Orenburg Oblast,51.63531323968079,41.95306274747768,Voronezh Oblast,66.06061911581476,32.87716873489999,Karelia,54.27812294087235,45.69682021240499,Mordoviya Republic
NOV_23,4,https://www.geoguessr.com/challenge/kUwyEq0qUnWiUyJ7,A Balanced Russia,60,NM,54.54641260671065,53.83164130062364,Bashkortostan Republic,54.57668875531263,61.42350800531679,Chelyabinsk,53.52455821426148,102.6283077585204,Irkutsk Oblast,44.17192661191557,132.4412398116839,Primorye,53.60826127186481,47.0121460895419,Ulyanovsk
NOV_23,5,https://www.geoguessr.com/challenge/HCTNRaU52erH1WQl,A Balanced Russia,60,NM,57.86267786079229,34.10379758857684,Tver Oblast,46.28813753734723,47.89153108574513,Astrakhan Oblast,67.00372713367588,32.20744269061993,Murmansk,55.71713680660068,47.44437981605831,Chuvash Republic,51.51893543054349,45.18314808655683,Saratov Oblast
NOV_23,6,https://www.geoguessr.com/challenge/DlCEPbJAEm69hfMi,A Balanced Russia,60,NM,49.26851059258429,138.1533612317994,Khabarovsk,57.79877412926142,42.8280776289302,Kostroma Oblast,51.88351362450496,86.06767120583363,Altai,51.36955648526425,128.1372531194105,Amur Oblast,57.8376438535063,28.09837542278225,Pskov Oblast
NOV_23,7,https://www.geoguessr.com/challenge/hsYpglAwhgUkhF3e,A Balanced Russia,60,NM,55.98787457494561,36.83198977329802,Moscow Oblast,54.1298759735458,61.16597415560534,Chelyabinsk,55.95885612207448,41.1778511354914,Vladimir Oblast,61.58823103251475,32.88672897688405,Karelia,48.30131535332986,40.24792377136043,Rostov
NOV_23,8,https://www.geoguessr.com/challenge/s8bJxhLpJrDRPbja,A Balanced Russia,60,NM,56.3447847542789,29.63022371622205,Pskov Oblast,44.15718785451843,133.281857408189,Primorye,54.94030255442009,82.82234101323533,Novosibirsk Oblast,54.84908148381118,58.41664857473704,Chelyabinsk,51.90116822559565,44.85598662771952,Saratov Oblast
NOV_23,9,https://www.geoguessr.com/challenge/yuHIQDQ3uAHOsJ9h,A Balanced Russia,60,NM,62.66914955737334,43.41768385937347,Arkhangelskaya,55.22691924588206,91.54681911332881,Krasnoyarsk Krai,46.18324328458005,133.9769476535078,Primorye,52.10452302583375,48.31702890994646,Saratov Oblast,55.33629009778326,77.66317687134618,Novosibirsk Oblast
NOV_23,10,https://www.geoguessr.com/challenge/5RjBbU6rbB7u232v,A Balanced Russia,60,NM,55.30095755716975,40.64352738498788,Vladimir Oblast,44.43540601376082,39.65259662409764,Krasnodar Krai,53.07900389339436,33.38198470608583,Bryansk Oblast,56.15480471692585,35.61696756425136,Moscow Oblast,46.38981184240996,48.19701997959868,Astrakhan Oblast
NOV_23,11,https://www.geoguessr.com/challenge/9kcj8CWOVFMqbMpu,A Balanced Russia,60,NM,52.91191520145505,103.4451740740003,Irkutsk Oblast,43.56544583644327,43.71956879184524,Kabardino-Balkariya Republic,64.1265179133896,42.08367126902039,Arkhangelskaya,53.43869986817836,36.81982459368193,Tula Oblast,45.27920031054035,39.23838083453001,Krasnodar Krai
NOV_23,12,https://www.geoguessr.com/challenge/7RMyo5vYAYuQQjP0,A Balanced Russia,60,NM,60.84867247506342,78.71123710365029,Tomsk Oblast,44.29273492393723,40.18062769074904,Adygeya Republic,42.80237423625379,131.1841602014392,Primorye,43.24830012353853,45.88944716136839,Chechnya,65.00110256194202,53.90349579126863,Komi
NOV_23,13,https://www.geoguessr.com/challenge/pbjlKgvsKeOTWSTg,A Balanced Russia,60,NM,57.83289339651667,61.68558481824475,Sverdlovsk Oblast,56.34598553191076,30.23805434514711,Pskov Oblast,51.93605619089499,86.26267698736388,Altai,58.70734521821603,50.1674223109513,Kirov Oblast,54.57966676922952,158.416283697899,Kamchatka
NOV_23,14,https://www.geoguessr.com/challenge/8H9dcyGs9MRPMV2r,A Balanced Russia,60,NM,54.11547963449715,61.75028021009841,Chelyabinsk,54.25094317246702,45.48582079578679,Mordoviya Republic,56.54250729344977,84.34593107719212,Tomsk Oblast,44.18598424248903,46.58820642219613,Dagestan,52.752341002751,52.27502058141987,Orenburg Oblast
NOV_23,15,https://www.geoguessr.com/challenge/rcyLnaDtyugzoVGO,A Balanced Russia,60,NM,43.19141076206353,46.76404833663037,Dagestan,52.95233697688367,37.44004795866194,Oryol oblast,54.80966140746676,20.40390855547551,Kaliningrad Oblast,53.64261978301264,119.5642210212213,Zabaykalskiy (Transbaikal) Kray,55.18950717274782,34.30827080435376,Smolensk Oblast
NOV_23,16,https://www.geoguessr.com/challenge/2EguUoSLUHR9C2fB,A Balanced Russia,60,NM,57.73528720637383,40.73384480483017,Kostroma Oblast,57.18962460324082,36.72600257945189,Tver Oblast,51.7853766771039,143.1195949126865,Sakhalin Oblast,56.64023439179851,47.98486516375445,Mariy-El Republic,51.56863609977168,128.3356381087283,Amur Oblast
NOV_23,17,https://www.geoguessr.com/challenge/B4ELPBHzjO2pv0Ud,A Balanced Russia,60,NM,44.2206604512436,44.35601395494076,Stavropol Kray,52.77389398552053,41.14155969955971,Tambov Oblast,50.47532555237026,137.0352075145984,Khabarovsk,66.0146522448653,32.48254314634997,Karelia,54.64866799389622,21.23910587376396,Kaliningrad Oblast
NOV_23,18,https://www.geoguessr.com/challenge/y8VEYDcMPkfeaqpu,A Balanced Russia,60,NM,56.69101151584728,36.26581126563306,Tver Oblast,60.46093258597912,33.06375339216491,Leningradskaya Oblast',55.69521138525598,70.59361518114618,Tyumen Oblast,55.80731848872992,62.04146724814512,Chelyabinsk,58.53749959867037,31.42338899277157,Novgorod Oblast
NOV_23,19,https://www.geoguessr.com/challenge/ZEsREqT4Ex2EhmJb,A Balanced Russia,60,NM,54.5584196075532,41.87974431381228,Ryazan Oblast,54.37692353007457,38.25451277657512,Tula Oblast,52.48897082425963,42.36598159855576,Tambov Oblast,56.37437062267938,44.01684036020194,Nizhny Novgorod Oblast,57.33129015490078,45.71343901875053,Nizhny Novgorod Oblast
NOV_23,20,https://www.geoguessr.com/challenge/Zx1SS78KzAQXrncR,A Balanced Russia,60,NM,43.38578792070428,43.59810052122936,Kabardino-Balkariya Republic,48.67425212124652,133.2641694079081,Jewish Autonomous Oblast,56.84347225992412,40.53814681041773,Ivanovo Oblast,62.28065543235696,34.12632951730247,Karelia,55.7957862435474,37.65717221733398,Moscow
OCT_23,1,https://www.geoguessr.com/challenge/cAtsUKBRQlirtq2H,An Arbitrary Russia,60,NM,56.749323,93.11606,Krasnoyarsk Krai,47.213,38.788984,Rostov,56.212066,61.934645,Chelyabinsk,53.155367,36.357697,Oryol oblast,47.897465,40.038807,Rostov
OCT_23,2,https://www.geoguessr.com/challenge/JkmNmiCMfAxbDdbR,An Arbitrary Russia,60,NM,54.649475,83.236632,Novosibirsk Oblast,53.611427,91.412828,Khakasiya Republic,67.510285,30.72376,Murmansk,55.391155,159.260921,Kamchatka,56.856909,60.649844,Sverdlovsk Oblast
OCT_23,3,https://www.geoguessr.com/challenge/ACQiD4ptG8fH1HYC,An Arbitrary Russia,60,NM,50.813474,107.994923,Buryatiya Republic,46.666778,39.068209,Krasnodar Krai,50.34814,39.897217,Voronezh Oblast,52.60567,55.846697,Bashkortostan Republic,54.551767,36.970431,Tula Oblast
OCT_23,4,https://www.geoguessr.com/challenge/bH7f8hMgdyjTiHZJ,An Arbitrary Russia,60,NM,59.738371,29.012469,Leningradskaya Oblast',54.587469,158.427729,Kamchatka,51.054032,38.98735,Voronezh Oblast,53.942841,78.563573,Altai Krai,47.480937,38.916512,Rostov
OCT_23,5,https://www.geoguessr.com/challenge/adDMGj1AumCl107w,An Arbitrary Russia,60,NM,57.143864,57.293504,Perm Krai,44.006827,40.124114,Adygeya Republic,53.466368,109.000152,Buryatiya Republic,62.081313,131.496422,Sakha,62.208932,34.095757,Karelia
OCT_23,6,https://www.geoguessr.com/challenge/Y4qU1HKqCRuMTsZp,An Arbitrary Russia,60,NM,54.910731,36.383259,Kaluga Oblast,55.633824,124.840692,Amur Oblast,51.729117,107.281853,Buryatiya Republic,59.160841,57.59799,Perm Krai,50.397241,39.647136,Voronezh Oblast
OCT_23,7,https://www.geoguessr.com/challenge/RLyOgvpG5QoKqo88,An Arbitrary Russia,60,NM,63.730803,146.167349,Magadan Oblast,54.696401,39.812854,Ryazan Oblast,68.841828,32.943838,Murmansk,56.948372,75.258929,Omsk Oblast,52.930228,84.79327,Altai Krai
OCT_23,8,https://www.geoguessr.com/challenge/YBJH3BtoAX9wg1Pv,An Arbitrary Russia,60,NM,67.080863,32.8689,Murmansk,56.541915,47.953027,Mariy-El Republic,53.26861,58.359985,Bashkortostan Republic,56.334095,44.246672,Nizhny Novgorod Oblast,55.311215,82.759714,Novosibirsk Oblast
OCT_23,9,https://www.geoguessr.com/challenge/H9UrMERVfUuMcQyM,An Arbitrary Russia,60,NM,56.799037,104.763859,Irkutsk Oblast,52.556466,42.442977,Tambov Oblast,55.742005,83.41629,Novosibirsk Oblast,50.972831,85.714006,Altai,66.000481,75.819703,Yamalo-Nenets
OCT_23,10,https://www.geoguessr.com/challenge/Qx9h91mFFZBmNDIQ,An Arbitrary Russia,60,NM,44.624946,40.145004,Adygeya Republic,50.008632,45.987672,Volgograd Oblast,43.979415,44.284045,Stavropol Kray,55.125734,82.93249,Novosibirsk Oblast,46.191826,47.843406,Astrakhan Oblast
OCT_23,11,https://www.geoguessr.com/challenge/TSU9AQaLeeLOBk79,An Arbitrary Russia,60,NM,48.858132,132.838448,Jewish Autonomous Oblast,58.567909,52.204594,Kirov Oblast,48.476678,135.311437,Khabarovsk,58.010611,39.004893,Yaroslavl Oblast,55.554098,35.819936,Moscow Oblast
OCT_23,12,https://www.geoguessr.com/challenge/6L8V5fiFV3FRNKGx,An Arbitrary Russia,60,NM,55.033092,32.381379,Smolensk Oblast,46.877162,40.336042,Rostov,54.393716,86.4272,Kuzbass,53.507557,49.4185,Samara Oblast,63.405093,140.328598,Sakha
OCT_23,13,https://www.geoguessr.com/challenge/VkoMCtJxU1vIKyau,An Arbitrary Russia,60,NM,55.982823,37.911017,Moscow Oblast,44.354045,46.549132,Dagestan,53.705564,124.997542,Amur Oblast,61.014807,73.137465,Khanty-Mansia,56.255641,51.277906,Kirov Oblast
OCT_23,14,https://www.geoguessr.com/challenge/j1wbn0qXLJXmIt3u,An Arbitrary Russia,60,NM,44.67877,46.608887,Dagestan,68.110978,33.299946,Murmansk,48.891094,132.875178,Jewish Autonomous Oblast,56.153351,74.75253,Omsk Oblast,57.581188,46.664727,Nizhny Novgorod Oblast
OCT_23,15,https://www.geoguessr.com/challenge/WeB388aRpsir2agy,An Arbitrary Russia,60,NM,60.863776,29.927719,Leningradskaya Oblast',44.74118,46.813881,Dagestan,55.271272,124.757907,Amur Oblast,44.352603,46.437249,Dagestan,54.216866,52.723349,Orenburg Oblast
OCT_23,16,https://www.geoguessr.com/challenge/IxzhHyNw22MGtUuT,An Arbitrary Russia,60,NM,57.882655,28.330499,Pskov Oblast,53.551278,46.9653,Ulyanovsk,52.106533,106.697101,Buryatiya Republic,56.024047,158.839596,Kamchatka,43.254452,132.054882,Primorye
OCT_23,17,https://www.geoguessr.com/challenge/GPuTKv262ur5rOwI,An Arbitrary Russia,60,NM,52.886202,32.612461,Bryansk Oblast,60.500398,34.832321,Leningradskaya Oblast',54.51912,52.907997,Tatarstan Republic,59.812843,40.819636,Vologda Oblast,65.817859,71.222179,Yamalo-Nenets
OCT_23,18,https://www.geoguessr.com/challenge/IFd4eE0N0qdGs5W6,An Arbitrary Russia,60,NM,46.841394,39.212621,Rostov,63.021015,42.412888,Arkhangelskaya,55.46746,49.986716,Tatarstan Republic,55.326063,47.117503,Chuvash Republic,53.791047,54.59775,Bashkortostan Republic
OCT_23,19,https://www.geoguessr.com/challenge/poFmPANg114Hx7Tk,An Arbitrary Russia,60,NM,55.92379,31.054821,Smolensk Oblast,53.601892,91.195329,Khakasiya Republic,55.179444,100.672777,Irkutsk Oblast,45.472593,133.381678,Primorye,65.820742,70.897391,Yamalo-Nenets
OCT_23,20,https://www.geoguessr.com/challenge/LJkOQ1QWyqLgJL6Q,An Arbitrary Russia,60,NM,58.451577,56.507045,Perm Krai,51.666076,81.485985,Altai Krai,59.51916,65.989106,Khanty-Mansia,58.131681,32.641992,Novgorod Oblast,67.124344,32.541962,Murmansk
OCT_23,21,https://www.geoguessr.com/challenge/rrAIuUcMil2rh1jT,An Arbitrary Russia,60,NM,57.975833,52.963344,Udmurtiya Republic,58.956922,36.525135,Vologda Oblast,48.02693,142.184685,Sakhalin Oblast,62.808746,34.498677,Karelia,57.540613,62.441415,Sverdlovsk Oblast
OCT_23,22,https://www.geoguessr.com/challenge/y0H9ffGqtOCKmWQU,An Arbitrary Russia,60,NM,47.950404,43.937873,Kalmykiya Republic,48.970229,131.538359,Jewish Autonomous Oblast,54.62246,51.844042,Tatarstan Republic,59.509046,40.027127,Vologda Oblast,56.699119,36.799199,Tver Oblast
OCT_23,23,https://www.geoguessr.com/challenge/92UUR3gJPke3ImJc,An Arbitrary Russia,60,NM,51.244163,109.397796,Zabaykalskiy (Transbaikal) Kray,57.988181,31.342174,Novgorod Oblast,54.250754,37.378296,Tula Oblast,56.527482,65.347554,Tyumen Oblast,61.961276,34.578101,Karelia
OCT_23,24,https://www.geoguessr.com/challenge/xaI3o2NjAV05MljS,An Arbitrary Russia,60,NM,54.91772,61.236281,Chelyabinsk,46.277907,38.748241,Krasnodar Krai,51.540664,45.972623,Saratov Oblast,56.138746,93.262492,Krasnoyarsk Krai,53.286045,47.646559,Ulyanovsk
OCT_23,25,https://www.geoguessr.com/challenge/k8WIqEoK7iEriWu8,An Arbitrary Russia,60,NM,45.339963,42.794212,Stavropol Kray,54.780266,37.666079,Moscow Oblast,64.28176287994339,38.19590512020626,Arkhangelskaya,57.711155,41.160387,Kostroma Oblast,54.326462,53.039067,Tatarstan Republic
OCT_23,26,https://www.geoguessr.com/challenge/KG8x54MS1lBszXuv,An Arbitrary Russia,60,NM,50.969684,111.191706,Zabaykalskiy (Transbaikal) Kray,54.633179,20.499404,Kaliningrad Oblast,56.428018,38.921871,Vladimir Oblast,48.742781,133.111192,Jewish Autonomous Oblast,55.303318,72.754329,Omsk Oblast
OCT_23,27,https://www.geoguessr.com/challenge/a6WXmTvDdTsbzMlz,An Arbitrary Russia,60,NM,58.4891,41.547016,Kostroma Oblast,51.938795,80.5211,Altai Krai,55.579643,75.084965,Omsk Oblast,61.449051,73.301469,Khanty-Mansia,57.399978,83.942747,Tomsk Oblast
OCT_23,28,https://www.geoguessr.com/challenge/SvyNDlo2Wc5JMjr9,An Arbitrary Russia,60,NM,66.63232,79.387241,Yamalo-Nenets,61.872347,66.348985,Khanty-Mansia,54.485166,73.039097,Omsk Oblast,55.941296,92.485802,Krasnoyarsk Krai,45.947982,47.405489,Astrakhan Oblast
